sitename,itemname,itemengname,itemunit,monitormonth,concentration
美濃,二氧化硫,SO2,ppb,2023-01,0.9
美濃,一氧化碳,CO,ppm,2023-01,0.33
美濃,臭氧,O3,ppb,2023-01,29.5
美濃,懸浮微粒,PM10,μg/m3,2023-01,43
美濃,氮氧化物,NOx,ppb,2023-01,8.9
美濃,一氧化氮,NO,ppb,2023-01,1
美濃,二氧化氮,NO2,ppb,2023-01,7.8
美濃,風速,WIND_SPEED,m/sec,2023-01,1
美濃,溫度,AMB_TEMP,℃,2023-01,19.8
美濃,細懸浮微粒,PM2.5,μg/m3,2023-01,23
美濃,相對濕度,RH,%,2023-01,74
橋頭,二氧化硫,SO2,ppb,2023-01,1.4
橋頭,一氧化碳,CO,ppm,2023-01,0.34
橋頭,臭氧,O3,ppb,2023-01,26.1
橋頭,懸浮微粒,PM10,μg/m3,2023-01,58
橋頭,氮氧化物,NOx,ppb,2023-01,15.2
橋頭,一氧化氮,NO,ppb,2023-01,2.2
橋頭,二氧化氮,NO2,ppb,2023-01,12.8
橋頭,風速,WIND_SPEED,m/sec,2023-01,2.3
橋頭,溫度,AMB_TEMP,℃,2023-01,19.2
橋頭,細懸浮微粒,PM2.5,μg/m3,2023-01,27
橋頭,相對濕度,RH,%,2023-01,72
仁武,二氧化硫,SO2,ppb,2023-01,1.7
仁武,一氧化碳,CO,ppm,2023-01,0.4
仁武,臭氧,O3,ppb,2023-01,24.5
仁武,懸浮微粒,PM10,μg/m3,2023-01,53
仁武,氮氧化物,NOx,ppb,2023-01,20.6
仁武,一氧化氮,NO,ppb,2023-01,3.1
仁武,二氧化氮,NO2,ppb,2023-01,17.4
仁武,風速,WIND_SPEED,m/sec,2023-01,2.4
仁武,溫度,AMB_TEMP,℃,2023-01,19.2
仁武,細懸浮微粒,PM2.5,μg/m3,2023-01,30
仁武,相對濕度,RH,%,2023-01,72
鳳山,二氧化硫,SO2,ppb,2023-01,2.1
鳳山,一氧化碳,CO,ppm,2023-01,0.62
鳳山,臭氧,O3,ppb,2023-01,22.1
鳳山,懸浮微粒,PM10,μg/m3,2023-01,55
鳳山,氮氧化物,NOx,ppb,2023-01,26
鳳山,一氧化氮,NO,ppb,2023-01,4.7
鳳山,二氧化氮,NO2,ppb,2023-01,21.2
鳳山,風速,WIND_SPEED,m/sec,2023-01,0.9
鳳山,溫度,AMB_TEMP,℃,2023-01,20.3
鳳山,細懸浮微粒,PM2.5,μg/m3,2023-01,31
鳳山,相對濕度,RH,%,2023-01,68
大寮,二氧化硫,SO2,ppb,2023-01,1.8
大寮,一氧化碳,CO,ppm,2023-01,0.41
大寮,臭氧,O3,ppb,2023-01,27.1
大寮,懸浮微粒,PM10,μg/m3,2023-01,57
大寮,氮氧化物,NOx,ppb,2023-01,19.7
大寮,一氧化氮,NO,ppb,2023-01,2.4
大寮,二氧化氮,NO2,ppb,2023-01,17.3
大寮,風速,WIND_SPEED,m/sec,2023-01,1.4
大寮,溫度,AMB_TEMP,℃,2023-01,20.2
大寮,細懸浮微粒,PM2.5,μg/m3,2023-01,31
大寮,相對濕度,RH,%,2023-01,68
林園,二氧化硫,SO2,ppb,2023-01,2
林園,一氧化碳,CO,ppm,2023-01,0.39
林園,臭氧,O3,ppb,2023-01,28.5
林園,懸浮微粒,PM10,μg/m3,2023-01,61
林園,氮氧化物,NOx,ppb,2023-01,17.3
林園,一氧化氮,NO,ppb,2023-01,1.7
林園,二氧化氮,NO2,ppb,2023-01,15.5
林園,風速,WIND_SPEED,m/sec,2023-01,1.9
林園,溫度,AMB_TEMP,℃,2023-01,20.7
林園,細懸浮微粒,PM2.5,μg/m3,2023-01,27
林園,相對濕度,RH,%,2023-01,71
楠梓,二氧化硫,SO2,ppb,2023-01,1.7
楠梓,一氧化碳,CO,ppm,2023-01,0.36
楠梓,臭氧,O3,ppb,2023-01,27
楠梓,懸浮微粒,PM10,μg/m3,2023-01,56
楠梓,氮氧化物,NOx,ppb,2023-01,17.6
楠梓,一氧化氮,NO,ppb,2023-01,2.3
楠梓,二氧化氮,NO2,ppb,2023-01,15.3
楠梓,風速,WIND_SPEED,m/sec,2023-01,1.7
楠梓,溫度,AMB_TEMP,℃,2023-01,19.2
楠梓,細懸浮微粒,PM2.5,μg/m3,2023-01,26
楠梓,相對濕度,RH,%,2023-01,71
左營,二氧化硫,SO2,ppb,2023-01,1.6
左營,一氧化碳,CO,ppm,2023-01,0.4
左營,臭氧,O3,ppb,2023-01,28.3
左營,懸浮微粒,PM10,μg/m3,2023-01,57
左營,氮氧化物,NOx,ppb,2023-01,16.7
左營,一氧化氮,NO,ppb,2023-01,1.8
左營,二氧化氮,NO2,ppb,2023-01,14.8
左營,風速,WIND_SPEED,m/sec,2023-01,2.3
左營,溫度,AMB_TEMP,℃,2023-01,19.7
左營,細懸浮微粒,PM2.5,μg/m3,2023-01,28
左營,相對濕度,RH,%,2023-01,73
前金,二氧化硫,SO2,ppb,2023-01,1.5
前金,一氧化碳,CO,ppm,2023-01,0.4
前金,臭氧,O3,ppb,2023-01,30
前金,懸浮微粒,PM10,μg/m3,2023-01,55
前金,氮氧化物,NOx,ppb,2023-01,16.1
前金,一氧化氮,NO,ppb,2023-01,1.8
前金,二氧化氮,NO2,ppb,2023-01,14.2
前金,風速,WIND_SPEED,m/sec,2023-01,2.7
前金,溫度,AMB_TEMP,℃,2023-01,19.7
前金,細懸浮微粒,PM2.5,μg/m3,2023-01,30
前金,相對濕度,RH,%,2023-01,75
前鎮,二氧化硫,SO2,ppb,2023-01,1.9
前鎮,一氧化碳,CO,ppm,2023-01,0.49
前鎮,臭氧,O3,ppb,2023-01,26.1
前鎮,懸浮微粒,PM10,μg/m3,2023-01,60
前鎮,氮氧化物,NOx,ppb,2023-01,20.1
前鎮,一氧化氮,NO,ppb,2023-01,2.9
前鎮,二氧化氮,NO2,ppb,2023-01,17.2
前鎮,風速,WIND_SPEED,m/sec,2023-01,1.9
前鎮,溫度,AMB_TEMP,℃,2023-01,19.9
前鎮,細懸浮微粒,PM2.5,μg/m3,2023-01,29
前鎮,相對濕度,RH,%,2023-01,70
小港,二氧化硫,SO2,ppb,2023-01,1.7
小港,一氧化碳,CO,ppm,2023-01,0.45
小港,臭氧,O3,ppb,2023-01,25.5
小港,懸浮微粒,PM10,μg/m3,2023-01,55
小港,氮氧化物,NOx,ppb,2023-01,26
小港,一氧化氮,NO,ppb,2023-01,4.5
小港,二氧化氮,NO2,ppb,2023-01,21.4
小港,風速,WIND_SPEED,m/sec,2023-01,1.7
小港,溫度,AMB_TEMP,℃,2023-01,20.2
小港,細懸浮微粒,PM2.5,μg/m3,2023-01,31
小港,相對濕度,RH,%,2023-01,69
屏東,二氧化硫,SO2,ppb,2023-01,1.4
屏東,一氧化碳,CO,ppm,2023-01,0.39
屏東,臭氧,O3,ppb,2023-01,30.4
屏東,懸浮微粒,PM10,μg/m3,2023-01,54
屏東,氮氧化物,NOx,ppb,2023-01,13.6
屏東,一氧化氮,NO,ppb,2023-01,1.3
屏東,二氧化氮,NO2,ppb,2023-01,12.3
屏東,風速,WIND_SPEED,m/sec,2023-01,1.4
屏東,溫度,AMB_TEMP,℃,2023-01,20.7
屏東,細懸浮微粒,PM2.5,μg/m3,2023-01,29
屏東,相對濕度,RH,%,2023-01,69
潮州,二氧化硫,SO2,ppb,2023-01,1.4
潮州,一氧化碳,CO,ppm,2023-01,0.36
潮州,臭氧,O3,ppb,2023-01,31.2
潮州,懸浮微粒,PM10,μg/m3,2023-01,54
潮州,氮氧化物,NOx,ppb,2023-01,11.6
潮州,一氧化氮,NO,ppb,2023-01,1
潮州,二氧化氮,NO2,ppb,2023-01,10.5
潮州,風速,WIND_SPEED,m/sec,2023-01,1.4
潮州,溫度,AMB_TEMP,℃,2023-01,19.9
潮州,細懸浮微粒,PM2.5,μg/m3,2023-01,30
潮州,相對濕度,RH,%,2023-01,72
恆春,二氧化硫,SO2,ppb,2023-01,0.7
恆春,一氧化碳,CO,ppm,2023-01,0.17
恆春,臭氧,O3,ppb,2023-01,41.9
恆春,懸浮微粒,PM10,μg/m3,2023-01,9
恆春,氮氧化物,NOx,ppb,2023-01,1.2
恆春,一氧化氮,NO,ppb,2023-01,0.4
恆春,二氧化氮,NO2,ppb,2023-01,0.7
恆春,風速,WIND_SPEED,m/sec,2023-01,7
恆春,溫度,AMB_TEMP,℃,2023-01,20.6
恆春,細懸浮微粒,PM2.5,μg/m3,2023-01,5
恆春,相對濕度,RH,%,2023-01,75
臺東,二氧化硫,SO2,ppb,2023-01,0.6
臺東,一氧化碳,CO,ppm,2023-01,0.24
臺東,臭氧,O3,ppb,2023-01,32.2
臺東,懸浮微粒,PM10,μg/m3,2023-01,15
臺東,氮氧化物,NOx,ppb,2023-01,5.5
臺東,一氧化氮,NO,ppb,2023-01,1.2
臺東,二氧化氮,NO2,ppb,2023-01,4.2
臺東,風速,WIND_SPEED,m/sec,2023-01,1.8
臺東,溫度,AMB_TEMP,℃,2023-01,19.5
臺東,細懸浮微粒,PM2.5,μg/m3,2023-01,6
臺東,相對濕度,RH,%,2023-01,75
花蓮,二氧化硫,SO2,ppb,2023-01,0.8
花蓮,一氧化碳,CO,ppm,2023-01,0.28
花蓮,臭氧,O3,ppb,2023-01,28.1
花蓮,懸浮微粒,PM10,μg/m3,2023-01,18
花蓮,氮氧化物,NOx,ppb,2023-01,7.4
花蓮,一氧化氮,NO,ppb,2023-01,1.1
花蓮,二氧化氮,NO2,ppb,2023-01,6.2
花蓮,風速,WIND_SPEED,m/sec,2023-01,2
花蓮,溫度,AMB_TEMP,℃,2023-01,18.6
花蓮,細懸浮微粒,PM2.5,μg/m3,2023-01,7
花蓮,相對濕度,RH,%,2023-01,80
陽明,二氧化硫,SO2,ppb,2023-01,0.9
陽明,一氧化碳,CO,ppm,2023-01,0.23
陽明,臭氧,O3,ppb,2023-01,42.9
陽明,懸浮微粒,PM10,μg/m3,2023-01,14
陽明,氮氧化物,NOx,ppb,2023-01,2.6
陽明,一氧化氮,NO,ppb,2023-01,0.6
陽明,二氧化氮,NO2,ppb,2023-01,1.9
陽明,風速,WIND_SPEED,m/sec,2023-01,3.1
陽明,溫度,AMB_TEMP,℃,2023-01,10.4
陽明,細懸浮微粒,PM2.5,μg/m3,2023-01,5
陽明,相對濕度,RH,%,2023-01,92
宜蘭,二氧化硫,SO2,ppb,2023-01,0.9
宜蘭,一氧化碳,CO,ppm,2023-01,0.25
宜蘭,臭氧,O3,ppb,2023-01,31.5
宜蘭,懸浮微粒,PM10,μg/m3,2023-01,18
宜蘭,氮氧化物,NOx,ppb,2023-01,6
宜蘭,一氧化氮,NO,ppb,2023-01,0.8
宜蘭,二氧化氮,NO2,ppb,2023-01,5
宜蘭,風速,WIND_SPEED,m/sec,2023-01,1
宜蘭,溫度,AMB_TEMP,℃,2023-01,17.6
宜蘭,細懸浮微粒,PM2.5,μg/m3,2023-01,10
宜蘭,相對濕度,RH,%,2023-01,77
冬山,二氧化硫,SO2,ppb,2023-01,0.6
冬山,一氧化碳,CO,ppm,2023-01,0.26
冬山,臭氧,O3,ppb,2023-01,30.1
冬山,懸浮微粒,PM10,μg/m3,2023-01,19
冬山,氮氧化物,NOx,ppb,2023-01,8.4
冬山,一氧化氮,NO,ppb,2023-01,1.8
冬山,二氧化氮,NO2,ppb,2023-01,6.4
冬山,風速,WIND_SPEED,m/sec,2023-01,1.3
冬山,溫度,AMB_TEMP,℃,2023-01,16.7
冬山,細懸浮微粒,PM2.5,μg/m3,2023-01,8
冬山,相對濕度,RH,%,2023-01,81
三重,二氧化硫,SO2,ppb,2023-01,1.2
三重,一氧化碳,CO,ppm,2023-01,0.91
三重,臭氧,O3,ppb,2023-01,16.7
三重,懸浮微粒,PM10,μg/m3,2023-01,30
三重,氮氧化物,NOx,ppb,2023-01,66.2
三重,一氧化氮,NO,ppb,2023-01,37
三重,二氧化氮,NO2,ppb,2023-01,29
三重,溫度,AMB_TEMP,℃,2023-01,17.8
三重,細懸浮微粒,PM2.5,μg/m3,2023-01,16
三重,相對濕度,RH,%,2023-01,73
中壢,二氧化硫,SO2,ppb,2023-01,1.2
中壢,一氧化碳,CO,ppm,2023-01,0.63
中壢,臭氧,O3,ppb,2023-01,22
中壢,懸浮微粒,PM10,μg/m3,2023-01,33
中壢,氮氧化物,NOx,ppb,2023-01,35.9
中壢,一氧化氮,NO,ppb,2023-01,15.1
中壢,二氧化氮,NO2,ppb,2023-01,20.8
中壢,風速,WIND_SPEED,m/sec,2023-01,1
中壢,溫度,AMB_TEMP,℃,2023-01,16.2
中壢,細懸浮微粒,PM2.5,μg/m3,2023-01,18
中壢,相對濕度,RH,%,2023-01,80
竹山,二氧化硫,SO2,ppb,2023-01,1.1
竹山,一氧化碳,CO,ppm,2023-01,0.33
竹山,臭氧,O3,ppb,2023-01,25.6
竹山,懸浮微粒,PM10,μg/m3,2023-01,43
竹山,氮氧化物,NOx,ppb,2023-01,12.6
竹山,一氧化氮,NO,ppb,2023-01,1.6
竹山,二氧化氮,NO2,ppb,2023-01,10.9
竹山,風速,WIND_SPEED,m/sec,2023-01,1.3
竹山,溫度,AMB_TEMP,℃,2023-01,17.4
竹山,細懸浮微粒,PM2.5,μg/m3,2023-01,24
竹山,相對濕度,RH,%,2023-01,76
永和,二氧化硫,SO2,ppb,2023-01,1
永和,一氧化碳,CO,ppm,2023-01,0.54
永和,臭氧,O3,ppb,2023-01,27.5
永和,懸浮微粒,PM10,μg/m3,2023-01,26
永和,氮氧化物,NOx,ppb,2023-01,22.2
永和,一氧化氮,NO,ppb,2023-01,7.2
永和,二氧化氮,NO2,ppb,2023-01,14.9
永和,風速,WIND_SPEED,m/sec,2023-01,1.4
永和,溫度,AMB_TEMP,℃,2023-01,17.3
永和,細懸浮微粒,PM2.5,μg/m3,2023-01,15
永和,相對濕度,RH,%,2023-01,71
復興,二氧化硫,SO2,ppb,2023-01,1.3
復興,一氧化碳,CO,ppm,2023-01,0.57
復興,臭氧,O3,ppb,2023-01,25.6
復興,懸浮微粒,PM10,μg/m3,2023-01,57
復興,氮氧化物,NOx,ppb,2023-01,21.5
復興,一氧化氮,NO,ppb,2023-01,3.2
復興,二氧化氮,NO2,ppb,2023-01,18.2
復興,風速,WIND_SPEED,m/sec,2023-01,1
復興,溫度,AMB_TEMP,℃,2023-01,19.9
復興,細懸浮微粒,PM2.5,μg/m3,2023-01,28
復興,相對濕度,RH,%,2023-01,69
埔里,二氧化硫,SO2,ppb,2023-01,1.3
埔里,一氧化碳,CO,ppm,2023-01,0.36
埔里,臭氧,O3,ppb,2023-01,25.4
埔里,懸浮微粒,PM10,μg/m3,2023-01,29
埔里,氮氧化物,NOx,ppb,2023-01,9.6
埔里,一氧化氮,NO,ppb,2023-01,2
埔里,二氧化氮,NO2,ppb,2023-01,7.5
埔里,風速,WIND_SPEED,m/sec,2023-01,1
埔里,溫度,AMB_TEMP,℃,2023-01,18.2
埔里,細懸浮微粒,PM2.5,μg/m3,2023-01,17
埔里,相對濕度,RH,%,2023-01,67
馬祖,二氧化硫,SO2,ppb,2023-01,1.1
馬祖,一氧化碳,CO,ppm,2023-01,0.28
馬祖,臭氧,O3,ppb,2023-01,40.7
馬祖,懸浮微粒,PM10,μg/m3,2023-01,36
馬祖,氮氧化物,NOx,ppb,2023-01,6.4
馬祖,一氧化氮,NO,ppb,2023-01,0.7
馬祖,二氧化氮,NO2,ppb,2023-01,5.6
馬祖,風速,WIND_SPEED,m/sec,2023-01,2.1
馬祖,溫度,AMB_TEMP,℃,2023-01,12
馬祖,細懸浮微粒,PM2.5,μg/m3,2023-01,23
馬祖,相對濕度,RH,%,2023-01,67
金門,二氧化硫,SO2,ppb,2023-01,1.4
金門,一氧化碳,CO,ppm,2023-01,0.32
金門,臭氧,O3,ppb,2023-01,33.3
金門,懸浮微粒,PM10,μg/m3,2023-01,41
金門,氮氧化物,NOx,ppb,2023-01,10.7
金門,一氧化氮,NO,ppb,2023-01,1.6
金門,二氧化氮,NO2,ppb,2023-01,9
金門,風速,WIND_SPEED,m/sec,2023-01,2.6
金門,溫度,AMB_TEMP,℃,2023-01,14.4
金門,細懸浮微粒,PM2.5,μg/m3,2023-01,24
金門,相對濕度,RH,%,2023-01,75
馬公,二氧化硫,SO2,ppb,2023-01,0.6
馬公,一氧化碳,CO,ppm,2023-01,0.22
馬公,臭氧,O3,ppb,2023-01,45.4
馬公,懸浮微粒,PM10,μg/m3,2023-01,33
馬公,氮氧化物,NOx,ppb,2023-01,3.7
馬公,一氧化氮,NO,ppb,2023-01,0.6
馬公,二氧化氮,NO2,ppb,2023-01,3
馬公,風速,WIND_SPEED,m/sec,2023-01,5.5
馬公,溫度,AMB_TEMP,℃,2023-01,16.9
馬公,細懸浮微粒,PM2.5,μg/m3,2023-01,16
馬公,相對濕度,RH,%,2023-01,76
關山,二氧化硫,SO2,ppb,2023-01,0.6
關山,一氧化碳,CO,ppm,2023-01,0.21
關山,臭氧,O3,ppb,2023-01,28
關山,懸浮微粒,PM10,μg/m3,2023-01,11
關山,氮氧化物,NOx,ppb,2023-01,4.4
關山,一氧化氮,NO,ppb,2023-01,1
關山,二氧化氮,NO2,ppb,2023-01,3.3
關山,風速,WIND_SPEED,m/sec,2023-01,1.2
關山,溫度,AMB_TEMP,℃,2023-01,17.7
關山,細懸浮微粒,PM2.5,μg/m3,2023-01,8
關山,相對濕度,RH,%,2023-01,80
麥寮,二氧化硫,SO2,ppb,2023-01,1.4
麥寮,一氧化碳,CO,ppm,2023-01,0.25
麥寮,臭氧,O3,ppb,2023-01,40
麥寮,懸浮微粒,PM10,μg/m3,2023-01,47
麥寮,氮氧化物,NOx,ppb,2023-01,6.6
麥寮,一氧化氮,NO,ppb,2023-01,1
麥寮,二氧化氮,NO2,ppb,2023-01,5.5
麥寮,風速,WIND_SPEED,m/sec,2023-01,4.6
麥寮,溫度,AMB_TEMP,℃,2023-01,17
麥寮,細懸浮微粒,PM2.5,μg/m3,2023-01,20
麥寮,相對濕度,RH,%,2023-01,86
富貴角,二氧化硫,SO2,ppb,2023-01,0.2
富貴角,一氧化碳,CO,ppm,2023-01,0.18
富貴角,臭氧,O3,ppb,2023-01,47.1
富貴角,懸浮微粒,PM10,μg/m3,2023-01,42
富貴角,氮氧化物,NOx,ppb,2023-01,2.9
富貴角,一氧化氮,NO,ppb,2023-01,0.1
富貴角,二氧化氮,NO2,ppb,2023-01,2.7
富貴角,風速,WIND_SPEED,m/sec,2023-01,6.7
富貴角,溫度,AMB_TEMP,℃,2023-01,15.6
富貴角,細懸浮微粒,PM2.5,μg/m3,2023-01,14
富貴角,相對濕度,RH,%,2023-01,81
大城,二氧化硫,SO2,ppb,2023-01,0.8
大城,一氧化碳,CO,ppm,2023-01,0.22
大城,臭氧,O3,ppb,2023-01,41.9
大城,懸浮微粒,PM10,μg/m3,2023-01,39
大城,氮氧化物,NOx,ppb,2023-01,5.7
大城,一氧化氮,NO,ppb,2023-01,1.1
大城,二氧化氮,NO2,ppb,2023-01,4.5
大城,風速,WIND_SPEED,m/sec,2023-01,6.4
大城,溫度,AMB_TEMP,℃,2023-01,16.6
大城,細懸浮微粒,PM2.5,μg/m3,2023-01,18
大城,相對濕度,RH,%,2023-01,88
基隆,二氧化硫,SO2,ppb,2023-02,1.3
基隆,一氧化碳,CO,ppm,2023-02,0.33
基隆,臭氧,O3,ppb,2023-02,33.6
基隆,懸浮微粒,PM10,μg/m3,2023-02,26
基隆,氮氧化物,NOx,ppb,2023-02,12
基隆,一氧化氮,NO,ppb,2023-02,2.4
基隆,二氧化氮,NO2,ppb,2023-02,9.5
基隆,風速,WIND_SPEED,m/sec,2023-02,1
基隆,溫度,AMB_TEMP,℃,2023-02,16.9
基隆,細懸浮微粒,PM2.5,μg/m3,2023-02,12
基隆,相對濕度,RH,%,2023-02,83
汐止,二氧化硫,SO2,ppb,2023-02,0.8
汐止,一氧化碳,CO,ppm,2023-02,0.33
汐止,臭氧,O3,ppb,2023-02,27.6
汐止,懸浮微粒,PM10,μg/m3,2023-02,23
汐止,氮氧化物,NOx,ppb,2023-02,20
汐止,一氧化氮,NO,ppb,2023-02,4.9
汐止,二氧化氮,NO2,ppb,2023-02,15.1
汐止,風速,WIND_SPEED,m/sec,2023-02,1.3
汐止,溫度,AMB_TEMP,℃,2023-02,17.2
汐止,細懸浮微粒,PM2.5,μg/m3,2023-02,12
汐止,相對濕度,RH,%,2023-02,83
萬里,二氧化硫,SO2,ppb,2023-02,0.6
萬里,一氧化碳,CO,ppm,2023-02,0.22
萬里,臭氧,O3,ppb,2023-02,40.1
萬里,懸浮微粒,PM10,μg/m3,2023-02,43
萬里,氮氧化物,NOx,ppb,2023-02,5.2
萬里,一氧化氮,NO,ppb,2023-02,1
萬里,二氧化氮,NO2,ppb,2023-02,4.1
萬里,風速,WIND_SPEED,m/sec,2023-02,4.1
萬里,溫度,AMB_TEMP,℃,2023-02,17.1
萬里,細懸浮微粒,PM2.5,μg/m3,2023-02,13
萬里,相對濕度,RH,%,2023-02,80
新店,二氧化硫,SO2,ppb,2023-02,0.8
新店,一氧化碳,CO,ppm,2023-02,0.37
新店,臭氧,O3,ppb,2023-02,30.2
新店,懸浮微粒,PM10,μg/m3,2023-02,23
新店,氮氧化物,NOx,ppb,2023-02,17
新店,一氧化氮,NO,ppb,2023-02,3.1
新店,二氧化氮,NO2,ppb,2023-02,13.8
新店,風速,WIND_SPEED,m/sec,2023-02,1.5
新店,溫度,AMB_TEMP,℃,2023-02,17.8
新店,細懸浮微粒,PM2.5,μg/m3,2023-02,12
新店,相對濕度,RH,%,2023-02,83
土城,二氧化硫,SO2,ppb,2023-02,1.1
土城,一氧化碳,CO,ppm,2023-02,0.43
土城,臭氧,O3,ppb,2023-02,29.1
土城,懸浮微粒,PM10,μg/m3,2023-02,27
土城,氮氧化物,NOx,ppb,2023-02,20.6
土城,一氧化氮,NO,ppb,2023-02,5.2
土城,二氧化氮,NO2,ppb,2023-02,15.3
土城,風速,WIND_SPEED,m/sec,2023-02,1.3
土城,溫度,AMB_TEMP,℃,2023-02,17.6
土城,細懸浮微粒,PM2.5,μg/m3,2023-02,14
土城,相對濕度,RH,%,2023-02,77
板橋,二氧化硫,SO2,ppb,2023-02,0.8
板橋,一氧化碳,CO,ppm,2023-02,0.48
板橋,臭氧,O3,ppb,2023-02,26.9
板橋,懸浮微粒,PM10,μg/m3,2023-02,26
板橋,氮氧化物,NOx,ppb,2023-02,23.3
板橋,一氧化氮,NO,ppb,2023-02,5.2
板橋,二氧化氮,NO2,ppb,2023-02,18.1
板橋,風速,WIND_SPEED,m/sec,2023-02,1.7
板橋,溫度,AMB_TEMP,℃,2023-02,17.6
板橋,細懸浮微粒,PM2.5,μg/m3,2023-02,16
板橋,相對濕度,RH,%,2023-02,78
新莊,二氧化硫,SO2,ppb,2023-02,0.7
新莊,一氧化碳,CO,ppm,2023-02,0.36
新莊,臭氧,O3,ppb,2023-02,30.6
新莊,懸浮微粒,PM10,μg/m3,2023-02,30
新莊,氮氧化物,NOx,ppb,2023-02,20.3
新莊,一氧化氮,NO,ppb,2023-02,5
新莊,二氧化氮,NO2,ppb,2023-02,15.2
新莊,風速,WIND_SPEED,m/sec,2023-02,2.8
新莊,溫度,AMB_TEMP,℃,2023-02,17.4
新莊,細懸浮微粒,PM2.5,μg/m3,2023-02,13
新莊,相對濕度,RH,%,2023-02,79
菜寮,二氧化硫,SO2,ppb,2023-02,1
菜寮,一氧化碳,CO,ppm,2023-02,0.45
菜寮,臭氧,O3,ppb,2023-02,29.9
菜寮,懸浮微粒,PM10,μg/m3,2023-02,24
菜寮,氮氧化物,NOx,ppb,2023-02,21.6
菜寮,一氧化氮,NO,ppb,2023-02,4.7
菜寮,二氧化氮,NO2,ppb,2023-02,16.8
菜寮,風速,WIND_SPEED,m/sec,2023-02,2.2
菜寮,溫度,AMB_TEMP,℃,2023-02,18.2
菜寮,細懸浮微粒,PM2.5,μg/m3,2023-02,15
菜寮,相對濕度,RH,%,2023-02,76
林口,二氧化硫,SO2,ppb,2023-02,0.9
林口,一氧化碳,CO,ppm,2023-02,0.28
林口,臭氧,O3,ppb,2023-02,34.1
林口,懸浮微粒,PM10,μg/m3,2023-02,23
林口,氮氧化物,NOx,ppb,2023-02,15.4
林口,一氧化氮,NO,ppb,2023-02,3.4
林口,二氧化氮,NO2,ppb,2023-02,11.9
林口,風速,WIND_SPEED,m/sec,2023-02,2.6
林口,溫度,AMB_TEMP,℃,2023-02,15.5
林口,細懸浮微粒,PM2.5,μg/m3,2023-02,12
林口,相對濕度,RH,%,2023-02,89
淡水,二氧化硫,SO2,ppb,2023-02,0.9
淡水,一氧化碳,CO,ppm,2023-02,0.3
淡水,臭氧,O3,ppb,2023-02,33.4
淡水,懸浮微粒,PM10,μg/m3,2023-02,22
淡水,氮氧化物,NOx,ppb,2023-02,10.3
淡水,一氧化氮,NO,ppb,2023-02,1.9
淡水,二氧化氮,NO2,ppb,2023-02,8.3
淡水,風速,WIND_SPEED,m/sec,2023-02,1.9
淡水,溫度,AMB_TEMP,℃,2023-02,16.1
淡水,細懸浮微粒,PM2.5,μg/m3,2023-02,10
士林,二氧化硫,SO2,ppb,2023-02,0.9
士林,一氧化碳,CO,ppm,2023-02,0.32
士林,臭氧,O3,ppb,2023-02,33.1
士林,懸浮微粒,PM10,μg/m3,2023-02,23
士林,氮氧化物,NOx,ppb,2023-02,15
士林,一氧化氮,NO,ppb,2023-02,2.8
士林,二氧化氮,NO2,ppb,2023-02,12.1
士林,風速,WIND_SPEED,m/sec,2023-02,1.5
士林,溫度,AMB_TEMP,℃,2023-02,17.8
士林,細懸浮微粒,PM2.5,μg/m3,2023-02,12
士林,相對濕度,RH,%,2023-02,80
中山,二氧化硫,SO2,ppb,2023-02,1
中山,一氧化碳,CO,ppm,2023-02,0.52
中山,臭氧,O3,ppb,2023-02,25
中山,懸浮微粒,PM10,μg/m3,2023-02,26
中山,氮氧化物,NOx,ppb,2023-02,28.8
中山,一氧化氮,NO,ppb,2023-02,8
中山,二氧化氮,NO2,ppb,2023-02,20.8
中山,風速,WIND_SPEED,m/sec,2023-02,1.7
中山,溫度,AMB_TEMP,℃,2023-02,18.1
中山,細懸浮微粒,PM2.5,μg/m3,2023-02,13
中山,相對濕度,RH,%,2023-02,80
萬華,二氧化硫,SO2,ppb,2023-02,1.3
萬華,一氧化碳,CO,ppm,2023-02,0.47
萬華,臭氧,O3,ppb,2023-02,26.5
萬華,懸浮微粒,PM10,μg/m3,2023-02,25
萬華,氮氧化物,NOx,ppb,2023-02,26
萬華,一氧化氮,NO,ppb,2023-02,5.4
萬華,二氧化氮,NO2,ppb,2023-02,20.5
萬華,風速,WIND_SPEED,m/sec,2023-02,1.9
萬華,溫度,AMB_TEMP,℃,2023-02,17.7
萬華,細懸浮微粒,PM2.5,μg/m3,2023-02,15
萬華,相對濕度,RH,%,2023-02,79
古亭,二氧化硫,SO2,ppb,2023-02,0.7
古亭,一氧化碳,CO,ppm,2023-02,0.36
古亭,臭氧,O3,ppb,2023-02,29.8
古亭,懸浮微粒,PM10,μg/m3,2023-02,24
古亭,氮氧化物,NOx,ppb,2023-02,17.2
古亭,一氧化氮,NO,ppb,2023-02,3.1
古亭,二氧化氮,NO2,ppb,2023-02,14
古亭,風速,WIND_SPEED,m/sec,2023-02,1.5
古亭,溫度,AMB_TEMP,℃,2023-02,17.8
古亭,細懸浮微粒,PM2.5,μg/m3,2023-02,14
古亭,相對濕度,RH,%,2023-02,76
松山,二氧化硫,SO2,ppb,2023-02,1.1
松山,一氧化碳,CO,ppm,2023-02,0.37
松山,臭氧,O3,ppb,2023-02,26.9
松山,懸浮微粒,PM10,μg/m3,2023-02,25
